            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458067.500000000, A.D. 2017-Nov-10 00:00:00.0000,  4.283487919598220E+09, -1.309688968127675E+09, -7.175302026998466E+07,
2458068.500000000, A.D. 2017-Nov-11 00:00:00.0000,  4.283622767095407E+09, -1.309237918547539E+09, -7.176546520186406E+07,
2458069.500000000, A.D. 2017-Nov-12 00:00:00.0000,  4.283757537027926E+09, -1.308786816385797E+09, -7.177784994891518E+07,
2458070.500000000, A.D. 2017-Nov-13 00:00:00.0000,  4.283892297127549E+09, -1.308335637244548E+09, -7.179020547381932E+07,
2458071.500000000, A.D. 2017-Nov-14 00:00:00.0000,  4.284027077587625E+09, -1.307884420713248E+09, -7.180259229709554E+07,
2458072.500000000, A.D. 2017-Nov-15 00:00:00.0000,  4.284161839712175E+09, -1.307433229263666E+09, -7.181503765987092E+07,
2458073.500000000, A.D. 2017-Nov-16 00:00:00.0000,  4.284296516087379E+09, -1.306982083391153E+09, -7.182750724187893E+07,
2458074.500000000, A.D. 2017-Nov-17 00:00:00.0000,  4.284431080566275E+09, -1.306530940334311E+09, -7.183994079195285E+07,
2458075.500000000, A.D. 2017-Nov-18 00:00:00.0000,  4.284565575411997E+09, -1.306079738470349E+09, -7.185231468499392E+07,
2458076.500000000, A.D. 2017-Nov-19 00:00:00.0000,  4.284700067411205E+09, -1.305628461296158E+09, -7.186466645123607E+07,
2458077.500000000, A.D. 2017-Nov-20 00:00:00.0000,  4.284834578526234E+09, -1.305177154563498E+09, -7.187705580863500E+07,
2458078.500000000, A.D. 2017-Nov-21 00:00:00.0000,  4.284969063089064E+09, -1.304725878777217E+09, -7.188950265920520E+07,
2458079.500000000, A.D. 2017-Nov-22 00:00:00.0000,  4.285103455209680E+09, -1.304274646380051E+09, -7.190196642668015E+07,
2458080.500000000, A.D. 2017-Nov-23 00:00:00.0000,  4.285237737177909E+09, -1.303823408833694E+09, -7.191438818228537E+07,
2458081.500000000, A.D. 2017-Nov-24 00:00:00.0000,  4.285371957846011E+09, -1.303372107013991E+09, -7.192675182910460E+07,
2458082.500000000, A.D. 2017-Nov-25 00:00:00.0000,  4.285506181899781E+09, -1.302920732599652E+09, -7.193910081501371E+07,
2458083.500000000, A.D. 2017-Nov-26 00:00:00.0000,  4.285640422691097E+09, -1.302469336714293E+09, -7.195149302072918E+07,
2458084.500000000, A.D. 2017-Nov-27 00:00:00.0000,  4.285774628371379E+09, -1.302017976849748E+09, -7.196394066444451E+07,
2458085.500000000, A.D. 2017-Nov-28 00:00:00.0000,  4.285908735715218E+09, -1.301566657181524E+09, -7.197639761683732E+07,
2458086.500000000, A.D. 2017-Nov-29 00:00:00.0000,  4.286042735756116E+09, -1.301115324235034E+09, -7.198880729263455E+07,
2458087.500000000, A.D. 2017-Nov-30 00:00:00.0000,  4.286176683090400E+09, -1.300663922409349E+09, -7.200116140241057E+07,
2458088.500000000, A.D. 2017-Dec-01 00:00:00.0000,  4.286310639184645E+09, -1.300212451710531E+09, -7.201350855909258E+07,
2458089.500000000, A.D. 2017-Dec-02 00:00:00.0000,  4.286444608551462E+09, -1.299760967750723E+09, -7.202590380366039E+07,
2458090.500000000, A.D. 2017-Dec-03 00:00:00.0000,  4.286578534061286E+09, -1.299309524014739E+09, -7.203835145888156E+07,
2458091.500000000, A.D. 2017-Dec-04 00:00:00.0000,  4.286712356249900E+09, -1.298858116338657E+09, -7.205080064168090E+07,
2458092.500000000, A.D. 2017-Dec-05 00:00:00.0000,  4.286846075051673E+09, -1.298406687237227E+09, -7.206319809105682E+07,
2458093.500000000, A.D. 2017-Dec-06 00:00:00.0000,  4.286979749864509E+09, -1.297955185594948E+09, -7.207554346896994E+07,
2458094.500000000, A.D. 2017-Dec-07 00:00:00.0000,  4.287113437875234E+09, -1.297503619745092E+09, -7.208788971159279E+07,
2458095.500000000, A.D. 2017-Dec-08 00:00:00.0000,  4.287247134682954E+09, -1.297052048824864E+09, -7.210028806660581E+07,
2458096.500000000, A.D. 2017-Dec-09 00:00:00.0000,  4.287380778869788E+09, -1.296600521384251E+09, -7.211273488656086E+07,
2458097.500000000, A.D. 2017-Dec-10 00:00:00.0000,  4.287514315764791E+09, -1.296149024988560E+09, -7.212517541606224E+07,
2458098.500000000, A.D. 2017-Dec-11 00:00:00.0000,  4.287647754206650E+09, -1.295697499132515E+09, -7.213756064114028E+07,
2458099.500000000, A.D. 2017-Dec-12 00:00:00.0000,  4.287781157368443E+09, -1.295245898066371E+09, -7.214989818103623E+07,
2458100.500000000, A.D. 2017-Dec-13 00:00:00.0000,  4.287914577168787E+09, -1.294794238301446E+09, -7.216224437762070E+07,
2458101.500000000, A.D. 2017-Dec-14 00:00:00.0000,  4.288048000370223E+09, -1.294342581471083E+09, -7.217464579700553E+07,
2458102.500000000, A.D. 2017-Dec-15 00:00:00.0000,  4.288181362328396E+09, -1.293890970344115E+09, -7.218709088386410E+07,
2458103.500000000, A.D. 2017-Dec-16 00:00:00.0000,  4.288314614109097E+09, -1.293439384423864E+09, -7.219952195834297E+07,
2458104.500000000, A.D. 2017-Dec-17 00:00:00.0000,  4.288447773297554E+09, -1.292987761226869E+09, -7.221189510202765E+07,
